parameter,value,MCMCprob
alpha,9.694350364152342,0.0020000000000000013
lengthWeight,4.606238944688812,0.0020000000000000013
freqWeight,0.5903856025543064,0.0020000000000000013
typWeight,0.8980974568985403,0.0020000000000000013
typScale,4.485728836152703,0.0020000000000000013
alpha,9.694350364152342,0.0020000000000000013
lengthWeight,4.606238944688812,0.0020000000000000013
freqWeight,0.5903856025543064,0.0020000000000000013
typWeight,0.8980974568985403,0.0020000000000000013
typScale,2.0095466473139822,0.0020000000000000013
alpha,9.694350364152342,0.005999999999999996
lengthWeight,3.0398929095827043,0.005999999999999996
freqWeight,0.5903856025543064,0.005999999999999996
typWeight,0.8980974568985403,0.005999999999999996
typScale,2.0095466473139822,0.005999999999999996
alpha,9.694350364152342,0.0009999999999999996
lengthWeight,3.0398929095827043,0.0009999999999999996
freqWeight,1.2885180581361055,0.0009999999999999996
typWeight,0.8980974568985403,0.0009999999999999996
typScale,2.0095466473139822,0.0009999999999999996
alpha,8.391238618642092,0.002999999999999998
lengthWeight,3.0398929095827043,0.002999999999999998
freqWeight,1.2885180581361055,0.002999999999999998
typWeight,0.8980974568985403,0.002999999999999998
typScale,2.0095466473139822,0.002999999999999998
alpha,8.391238618642092,0.0020000000000000013
lengthWeight,3.0398929095827043,0.0020000000000000013
freqWeight,1.2885180581361055,0.0020000000000000013
typWeight,0.8980974568985403,0.0020000000000000013
typScale,1.1110204108990729,0.0020000000000000013
alpha,9.892258737236261,0.0009999999999999996
lengthWeight,3.0398929095827043,0.0009999999999999996
freqWeight,1.2885180581361055,0.0009999999999999996
typWeight,0.8980974568985403,0.0009999999999999996
typScale,1.1110204108990729,0.0009999999999999996
alpha,9.892258737236261,0.0020000000000000013
lengthWeight,1.6567237593699247,0.0020000000000000013
freqWeight,1.2885180581361055,0.0020000000000000013
typWeight,0.8980974568985403,0.0020000000000000013
typScale,1.1110204108990729,0.0020000000000000013
alpha,9.892258737236261,0.012999999999999998
lengthWeight,1.7325655883178115,0.012999999999999998
freqWeight,1.2885180581361055,0.012999999999999998
typWeight,0.8980974568985403,0.012999999999999998
typScale,1.1110204108990729,0.012999999999999998
alpha,9.892258737236261,0.022
lengthWeight,1.7325655883178115,0.022
freqWeight,1.6404340043663979,0.022
typWeight,0.8980974568985403,0.022
typScale,1.1110204108990729,0.022
alpha,9.892258737236261,0.004000000000000003
lengthWeight,1.7325655883178115,0.004000000000000003
freqWeight,1.404982708627358,0.004000000000000003
typWeight,0.8980974568985403,0.004000000000000003
typScale,1.1110204108990729,0.004000000000000003
alpha,9.892258737236261,0.0009999999999999996
lengthWeight,2.6830884243827313,0.0009999999999999996
freqWeight,1.404982708627358,0.0009999999999999996
typWeight,0.8980974568985403,0.0009999999999999996
typScale,1.1110204108990729,0.0009999999999999996
alpha,9.892258737236261,0.005000000000000001
lengthWeight,1.9998428178951144,0.005000000000000001
freqWeight,1.404982708627358,0.005000000000000001
typWeight,0.8980974568985403,0.005000000000000001
typScale,1.1110204108990729,0.005000000000000001
alpha,9.158277637325227,0.005000000000000001
lengthWeight,1.9998428178951144,0.005000000000000001
freqWeight,1.404982708627358,0.005000000000000001
typWeight,0.8980974568985403,0.005000000000000001
typScale,1.1110204108990729,0.005000000000000001
alpha,9.158277637325227,0.005999999999999996
lengthWeight,1.9998428178951144,0.005999999999999996
freqWeight,1.404982708627358,0.005999999999999996
typWeight,0.9073367698583752,0.005999999999999996
typScale,1.1110204108990729,0.005999999999999996
alpha,9.158277637325227,0.004000000000000003
lengthWeight,1.9998428178951144,0.004000000000000003
freqWeight,0.9318135026842356,0.004000000000000003
typWeight,0.9073367698583752,0.004000000000000003
typScale,1.1110204108990729,0.004000000000000003
alpha,9.158277637325227,0.018000000000000002
lengthWeight,2.000692473957315,0.018000000000000002
freqWeight,0.9318135026842356,0.018000000000000002
typWeight,0.9073367698583752,0.018000000000000002
typScale,1.1110204108990729,0.018000000000000002
alpha,9.158277637325227,0.015999999999999993
lengthWeight,2.000692473957315,0.015999999999999993
freqWeight,0.9800148021895438,0.015999999999999993
typWeight,0.9073367698583752,0.015999999999999993
typScale,1.1110204108990729,0.015999999999999993
alpha,9.725894741714,0.009000000000000001
lengthWeight,2.000692473957315,0.009000000000000001
freqWeight,0.9800148021895438,0.009000000000000001
typWeight,0.9073367698583752,0.009000000000000001
typScale,1.1110204108990729,0.009000000000000001
alpha,9.725894741714,0.006999999999999998
lengthWeight,2.3838199337478727,0.006999999999999998
freqWeight,0.9800148021895438,0.006999999999999998
typWeight,0.9073367698583752,0.006999999999999998
typScale,1.1110204108990729,0.006999999999999998
alpha,9.179359637200832,0.0009999999999999996
lengthWeight,2.3838199337478727,0.0009999999999999996
freqWeight,0.9800148021895438,0.0009999999999999996
typWeight,0.9073367698583752,0.0009999999999999996
typScale,1.1110204108990729,0.0009999999999999996
alpha,9.179359637200832,0.043
lengthWeight,2.3838199337478727,0.043
freqWeight,0.9800148021895438,0.043
typWeight,0.9804359481204301,0.043
typScale,1.1110204108990729,0.043
alpha,9.179359637200832,0.006999999999999998
lengthWeight,2.3838199337478727,0.006999999999999998
freqWeight,1.4664852863643318,0.006999999999999998
typWeight,0.9804359481204301,0.006999999999999998
typScale,1.1110204108990729,0.006999999999999998
alpha,9.179359637200832,0.006999999999999998
lengthWeight,2.3838199337478727,0.006999999999999998
freqWeight,1.4664852863643318,0.006999999999999998
typWeight,0.7571830945089459,0.006999999999999998
typScale,1.1110204108990729,0.006999999999999998
alpha,9.179359637200832,0.0020000000000000013
lengthWeight,2.3838199337478727,0.0020000000000000013
freqWeight,1.4664852863643318,0.0020000000000000013
typWeight,0.7571830945089459,0.0020000000000000013
typScale,1.111840307712555,0.0020000000000000013
alpha,9.367992505431175,0.007999999999999997
lengthWeight,2.3838199337478727,0.007999999999999997
freqWeight,1.4664852863643318,0.007999999999999997
typWeight,0.7571830945089459,0.007999999999999997
typScale,1.111840307712555,0.007999999999999997
alpha,9.367992505431175,0.015999999999999993
lengthWeight,2.3838199337478727,0.015999999999999993
freqWeight,1.4664852863643318,0.015999999999999993
typWeight,0.8062119504902512,0.015999999999999993
typScale,1.111840307712555,0.015999999999999993
alpha,9.92825833382085,0.005999999999999996
lengthWeight,2.3838199337478727,0.005999999999999996
freqWeight,1.4664852863643318,0.005999999999999996
typWeight,0.8062119504902512,0.005999999999999996
typScale,1.111840307712555,0.005999999999999996
alpha,9.92825833382085,0.004000000000000003
lengthWeight,1.9219558616168797,0.004000000000000003
freqWeight,1.4664852863643318,0.004000000000000003
typWeight,0.8062119504902512,0.004000000000000003
typScale,1.111840307712555,0.004000000000000003
alpha,9.92825833382085,0.015
lengthWeight,1.9219558616168797,0.015
freqWeight,1.4664852863643318,0.015
typWeight,0.7991431809496135,0.015
typScale,1.111840307712555,0.015
alpha,9.92825833382085,0.0009999999999999996
lengthWeight,2.325728622963652,0.0009999999999999996
freqWeight,1.4664852863643318,0.0009999999999999996
typWeight,0.7991431809496135,0.0009999999999999996
typScale,1.111840307712555,0.0009999999999999996
alpha,9.92825833382085,0.002999999999999998
lengthWeight,2.410644073970616,0.002999999999999998
freqWeight,1.4664852863643318,0.002999999999999998
typWeight,0.7991431809496135,0.002999999999999998
typScale,1.111840307712555,0.002999999999999998
alpha,9.92825833382085,0.004000000000000003
lengthWeight,2.410644073970616,0.004000000000000003
freqWeight,1.4664852863643318,0.004000000000000003
typWeight,0.8102802999783307,0.004000000000000003
typScale,1.111840307712555,0.004000000000000003
alpha,9.92825833382085,0.002999999999999998
lengthWeight,2.410644073970616,0.002999999999999998
freqWeight,1.7387941561173648,0.002999999999999998
typWeight,0.8102802999783307,0.002999999999999998
typScale,1.111840307712555,0.002999999999999998
alpha,9.92825833382085,0.004000000000000003
lengthWeight,2.410644073970616,0.004000000000000003
freqWeight,1.1065595725085586,0.004000000000000003
typWeight,0.8102802999783307,0.004000000000000003
typScale,1.111840307712555,0.004000000000000003
alpha,9.92825833382085,0.004000000000000003
lengthWeight,2.410644073970616,0.004000000000000003
freqWeight,1.1065595725085586,0.004000000000000003
typWeight,0.9111765706911683,0.004000000000000003
typScale,1.111840307712555,0.004000000000000003
alpha,9.92825833382085,0.004000000000000003
lengthWeight,2.3161144903860986,0.004000000000000003
freqWeight,1.1065595725085586,0.004000000000000003
typWeight,0.9111765706911683,0.004000000000000003
typScale,1.111840307712555,0.004000000000000003
alpha,9.389307748060673,0.0009999999999999996
lengthWeight,2.3161144903860986,0.0009999999999999996
freqWeight,1.1065595725085586,0.0009999999999999996
typWeight,0.9111765706911683,0.0009999999999999996
typScale,1.111840307712555,0.0009999999999999996
alpha,9.389307748060673,0.023999999999999994
lengthWeight,2.219462199136615,0.023999999999999994
freqWeight,1.1065595725085586,0.023999999999999994
typWeight,0.9111765706911683,0.023999999999999994
typScale,1.111840307712555,0.023999999999999994
alpha,9.389307748060673,0.002999999999999998
lengthWeight,2.3543612111825496,0.002999999999999998
freqWeight,1.1065595725085586,0.002999999999999998
typWeight,0.9111765706911683,0.002999999999999998
typScale,1.111840307712555,0.002999999999999998
alpha,9.389307748060673,0.004000000000000003
lengthWeight,2.3543612111825496,0.004000000000000003
freqWeight,1.1065595725085586,0.004000000000000003
typWeight,0.9844440668821335,0.004000000000000003
typScale,1.111840307712555,0.004000000000000003
alpha,9.389307748060673,0.015999999999999993
lengthWeight,2.274391169194132,0.015999999999999993
freqWeight,1.1065595725085586,0.015999999999999993
typWeight,0.9844440668821335,0.015999999999999993
typScale,1.111840307712555,0.015999999999999993
alpha,9.389307748060673,0.023999999999999994
lengthWeight,2.274391169194132,0.023999999999999994
freqWeight,1.3258958584629,0.023999999999999994
typWeight,0.9844440668821335,0.023999999999999994
typScale,1.111840307712555,0.023999999999999994
alpha,9.389307748060673,0.0020000000000000013
lengthWeight,2.274391169194132,0.0020000000000000013
freqWeight,1.3258958584629,0.0020000000000000013
typWeight,0.9915832593105733,0.0020000000000000013
typScale,1.111840307712555,0.0020000000000000013
alpha,9.94628893211484,0.018000000000000002
lengthWeight,2.274391169194132,0.018000000000000002
freqWeight,1.3258958584629,0.018000000000000002
typWeight,0.9915832593105733,0.018000000000000002
typScale,1.111840307712555,0.018000000000000002
alpha,9.94628893211484,0.002999999999999998
lengthWeight,2.2974701842758805,0.002999999999999998
freqWeight,1.3258958584629,0.002999999999999998
typWeight,0.9915832593105733,0.002999999999999998
typScale,1.111840307712555,0.002999999999999998
alpha,9.94628893211484,0.005000000000000001
lengthWeight,2.2974701842758805,0.005000000000000001
freqWeight,1.3258958584629,0.005000000000000001
typWeight,0.9086580525618047,0.005000000000000001
typScale,1.111840307712555,0.005000000000000001
alpha,9.94628893211484,0.002999999999999998
lengthWeight,2.2974701842758805,0.002999999999999998
freqWeight,1.3258958584629,0.002999999999999998
typWeight,0.9400767125189304,0.002999999999999998
typScale,1.111840307712555,0.002999999999999998
alpha,9.94628893211484,0.010000000000000002
lengthWeight,2.2974701842758805,0.010000000000000002
freqWeight,1.3258958584629,0.010000000000000002
typWeight,0.9400767125189304,0.010000000000000002
typScale,0.9812822751700878,0.010000000000000002
alpha,9.94628893211484,0.0020000000000000013
lengthWeight,2.2974701842758805,0.0020000000000000013
freqWeight,1.2331531115341932,0.0020000000000000013
typWeight,0.9400767125189304,0.0020000000000000013
typScale,0.9812822751700878,0.0020000000000000013
alpha,9.94628893211484,0.03599999999999999
lengthWeight,2.2974701842758805,0.03599999999999999
freqWeight,0.8519586327020079,0.03599999999999999
typWeight,0.9400767125189304,0.03599999999999999
typScale,0.9812822751700878,0.03599999999999999
alpha,9.94628893211484,0.004000000000000003
lengthWeight,2.2974701842758805,0.004000000000000003
freqWeight,0.8519586327020079,0.004000000000000003
typWeight,0.9579176770057529,0.004000000000000003
typScale,0.9812822751700878,0.004000000000000003
alpha,9.94628893211484,0.015
lengthWeight,2.2974701842758805,0.015
freqWeight,0.8519586327020079,0.015
typWeight,0.9919310701079667,0.015
typScale,0.9812822751700878,0.015
alpha,9.94628893211484,0.013999999999999997
lengthWeight,2.643718774197623,0.013999999999999997
freqWeight,0.8519586327020079,0.013999999999999997
typWeight,0.9919310701079667,0.013999999999999997
typScale,0.9812822751700878,0.013999999999999997
alpha,9.94628893211484,0.012999999999999998
lengthWeight,2.643718774197623,0.012999999999999998
freqWeight,0.8519586327020079,0.012999999999999998
typWeight,0.9441338742617518,0.012999999999999998
typScale,0.9812822751700878,0.012999999999999998
alpha,9.94628893211484,0.032999999999999995
lengthWeight,2.643718774197623,0.032999999999999995
freqWeight,0.9666554979048669,0.032999999999999995
typWeight,0.9441338742617518,0.032999999999999995
typScale,0.9812822751700878,0.032999999999999995
alpha,9.94628893211484,0.013999999999999997
lengthWeight,2.643718774197623,0.013999999999999997
freqWeight,0.9666554979048669,0.013999999999999997
typWeight,0.9360692137852311,0.013999999999999997
typScale,0.9812822751700878,0.013999999999999997
alpha,9.94628893211484,0.005000000000000001
lengthWeight,2.643718774197623,0.005000000000000001
freqWeight,0.9666554979048669,0.005000000000000001
typWeight,0.9076118327211589,0.005000000000000001
typScale,0.9812822751700878,0.005000000000000001
alpha,9.94628893211484,0.005000000000000001
lengthWeight,2.643718774197623,0.005000000000000001
freqWeight,0.9666554979048669,0.005000000000000001
typWeight,0.9110011938028038,0.005000000000000001
typScale,0.9812822751700878,0.005000000000000001
alpha,9.94628893211484,0.006999999999999998
lengthWeight,2.643718774197623,0.006999999999999998
freqWeight,0.5299796618055552,0.006999999999999998
typWeight,0.9110011938028038,0.006999999999999998
typScale,0.9812822751700878,0.006999999999999998
alpha,9.94628893211484,0.012999999999999998
lengthWeight,2.643718774197623,0.012999999999999998
freqWeight,0.31808045343495905,0.012999999999999998
typWeight,0.9110011938028038,0.012999999999999998
typScale,0.9812822751700878,0.012999999999999998
alpha,9.94628893211484,0.005999999999999996
lengthWeight,2.643718774197623,0.005999999999999996
freqWeight,0.5740906379651278,0.005999999999999996
typWeight,0.9110011938028038,0.005999999999999996
typScale,0.9812822751700878,0.005999999999999996
alpha,9.94628893211484,0.022
lengthWeight,2.643718774197623,0.022
freqWeight,0.5740906379651278,0.022
typWeight,0.9608972405549139,0.022
typScale,0.9812822751700878,0.022
alpha,9.94628893211484,0.005999999999999996
lengthWeight,2.643718774197623,0.005999999999999996
freqWeight,1.3608069415204227,0.005999999999999996
typWeight,0.9608972405549139,0.005999999999999996
typScale,0.9812822751700878,0.005999999999999996
alpha,9.94628893211484,0.020000000000000004
lengthWeight,2.534909569658339,0.020000000000000004
freqWeight,1.3608069415204227,0.020000000000000004
typWeight,0.9608972405549139,0.020000000000000004
typScale,0.9812822751700878,0.020000000000000004
alpha,9.94628893211484,0.010000000000000002
lengthWeight,2.4933112342841923,0.010000000000000002
freqWeight,1.3608069415204227,0.010000000000000002
typWeight,0.9608972405549139,0.010000000000000002
typScale,0.9812822751700878,0.010000000000000002
alpha,9.94628893211484,0.013999999999999997
lengthWeight,2.103238374693319,0.013999999999999997
freqWeight,1.3608069415204227,0.013999999999999997
typWeight,0.9608972405549139,0.013999999999999997
typScale,0.9812822751700878,0.013999999999999997
alpha,9.94628893211484,0.002999999999999998
lengthWeight,2.103238374693319,0.002999999999999998
freqWeight,1.218630006769672,0.002999999999999998
typWeight,0.9608972405549139,0.002999999999999998
typScale,0.9812822751700878,0.002999999999999998
alpha,9.94628893211484,0.011999999999999992
lengthWeight,2.103238374693319,0.011999999999999992
freqWeight,1.218630006769672,0.011999999999999992
typWeight,0.9393012430518866,0.011999999999999992
typScale,0.9812822751700878,0.011999999999999992
alpha,9.94628893211484,0.018000000000000002
lengthWeight,2.103238374693319,0.018000000000000002
freqWeight,1.218630006769672,0.018000000000000002
typWeight,0.9393012430518866,0.018000000000000002
typScale,1.0230505908839405,0.018000000000000002
alpha,9.94628893211484,0.004000000000000003
lengthWeight,2.103238374693319,0.004000000000000003
freqWeight,1.218630006769672,0.004000000000000003
typWeight,0.9558952685911208,0.004000000000000003
typScale,1.0230505908839405,0.004000000000000003
alpha,9.94628893211484,0.0020000000000000013
lengthWeight,2.103238374693319,0.0020000000000000013
freqWeight,1.400608194526285,0.0020000000000000013
typWeight,0.9558952685911208,0.0020000000000000013
typScale,1.0230505908839405,0.0020000000000000013
alpha,9.94628893211484,0.0009999999999999996
lengthWeight,2.1201806468889117,0.0009999999999999996
freqWeight,1.400608194526285,0.0009999999999999996
typWeight,0.9558952685911208,0.0009999999999999996
typScale,1.0230505908839405,0.0009999999999999996
alpha,9.94628893211484,0.004000000000000003
lengthWeight,2.1201806468889117,0.004000000000000003
freqWeight,1.0431890282779932,0.004000000000000003
typWeight,0.9558952685911208,0.004000000000000003
typScale,1.0230505908839405,0.004000000000000003
alpha,9.94628893211484,0.005000000000000001
lengthWeight,2.1201806468889117,0.005000000000000001
freqWeight,1.0431890282779932,0.005000000000000001
typWeight,0.8415419666562229,0.005000000000000001
typScale,1.0230505908839405,0.005000000000000001
alpha,9.94628893211484,0.0009999999999999996
lengthWeight,2.2020617546513677,0.0009999999999999996
freqWeight,1.0431890282779932,0.0009999999999999996
typWeight,0.8415419666562229,0.0009999999999999996
typScale,1.0230505908839405,0.0009999999999999996
alpha,9.94628893211484,0.002999999999999998
lengthWeight,2.6221017411444336,0.002999999999999998
freqWeight,1.0431890282779932,0.002999999999999998
typWeight,0.8415419666562229,0.002999999999999998
typScale,1.0230505908839405,0.002999999999999998
alpha,9.94628893211484,0.0020000000000000013
lengthWeight,1.9667572190519422,0.0020000000000000013
freqWeight,1.0431890282779932,0.0020000000000000013
typWeight,0.8415419666562229,0.0020000000000000013
typScale,1.0230505908839405,0.0020000000000000013
alpha,9.94628893211484,0.018999999999999996
lengthWeight,2.873440164839849,0.018999999999999996
freqWeight,1.0431890282779932,0.018999999999999996
typWeight,0.8415419666562229,0.018999999999999996
typScale,1.0230505908839405,0.018999999999999996
alpha,9.94628893211484,0.006999999999999998
lengthWeight,2.873440164839849,0.006999999999999998
freqWeight,1.0431890282779932,0.006999999999999998
typWeight,0.966651747468859,0.006999999999999998
typScale,1.0230505908839405,0.006999999999999998
alpha,9.94628893211484,0.011000000000000003
lengthWeight,2.873440164839849,0.011000000000000003
freqWeight,1.0431890282779932,0.011000000000000003
typWeight,0.957996441051364,0.011000000000000003
typScale,1.0230505908839405,0.011000000000000003
alpha,9.94628893211484,0.010000000000000002
lengthWeight,2.873440164839849,0.010000000000000002
freqWeight,1.1648372071795166,0.010000000000000002
typWeight,0.957996441051364,0.010000000000000002
typScale,1.0230505908839405,0.010000000000000002
alpha,9.94628893211484,0.004000000000000003
lengthWeight,2.3537706572096795,0.004000000000000003
freqWeight,1.1648372071795166,0.004000000000000003
typWeight,0.957996441051364,0.004000000000000003
typScale,1.0230505908839405,0.004000000000000003
alpha,9.94628893211484,0.04000000000000001
lengthWeight,2.611351307714358,0.04000000000000001
freqWeight,1.1648372071795166,0.04000000000000001
typWeight,0.957996441051364,0.04000000000000001
typScale,1.0230505908839405,0.04000000000000001
alpha,9.94628893211484,0.006999999999999998
lengthWeight,2.3678705480415374,0.006999999999999998
freqWeight,1.1648372071795166,0.006999999999999998
typWeight,0.957996441051364,0.006999999999999998
typScale,1.0230505908839405,0.006999999999999998
alpha,9.94628893211484,0.004000000000000003
lengthWeight,2.3678705480415374,0.004000000000000003
freqWeight,1.1648372071795166,0.004000000000000003
typWeight,0.8941873295698315,0.004000000000000003
typScale,1.0230505908839405,0.004000000000000003
alpha,9.94628893211484,0.006999999999999998
lengthWeight,2.3678705480415374,0.006999999999999998
freqWeight,1.3563970942050219,0.006999999999999998
typWeight,0.8941873295698315,0.006999999999999998
typScale,1.0230505908839405,0.006999999999999998
alpha,9.94628893211484,0.005999999999999996
lengthWeight,2.3678705480415374,0.005999999999999996
freqWeight,1.3563970942050219,0.005999999999999996
typWeight,0.8941873295698315,0.005999999999999996
typScale,1.1026789364404976,0.005999999999999996
alpha,9.94628893211484,0.002999999999999998
lengthWeight,2.08459714660421,0.002999999999999998
freqWeight,1.3563970942050219,0.002999999999999998
typWeight,0.8941873295698315,0.002999999999999998
typScale,1.1026789364404976,0.002999999999999998
alpha,9.94628893211484,0.013999999999999997
lengthWeight,2.08459714660421,0.013999999999999997
freqWeight,1.347711606649682,0.013999999999999997
typWeight,0.8941873295698315,0.013999999999999997
typScale,1.1026789364404976,0.013999999999999997
alpha,9.94628893211484,0.010000000000000002
lengthWeight,2.08459714660421,0.010000000000000002
freqWeight,1.3850598619319499,0.010000000000000002
typWeight,0.8941873295698315,0.010000000000000002
typScale,1.1026789364404976,0.010000000000000002
alpha,9.94628893211484,0.005999999999999996
lengthWeight,2.190111862728372,0.005999999999999996
freqWeight,1.3850598619319499,0.005999999999999996
typWeight,0.8941873295698315,0.005999999999999996
typScale,1.1026789364404976,0.005999999999999996
alpha,9.94628893211484,0.004000000000000003
lengthWeight,2.190111862728372,0.004000000000000003
freqWeight,1.6944601852446795,0.004000000000000003
typWeight,0.8941873295698315,0.004000000000000003
typScale,1.1026789364404976,0.004000000000000003
alpha,9.927979139611125,0.0009999999999999996
lengthWeight,2.190111862728372,0.0009999999999999996
freqWeight,1.6944601852446795,0.0009999999999999996
typWeight,0.8941873295698315,0.0009999999999999996
typScale,1.1026789364404976,0.0009999999999999996
alpha,9.927979139611125,0.0009999999999999996
lengthWeight,2.190111862728372,0.0009999999999999996
freqWeight,1.2331738078501076,0.0009999999999999996
typWeight,0.8941873295698315,0.0009999999999999996
typScale,1.1026789364404976,0.0009999999999999996
alpha,9.927979139611125,0.004000000000000003
lengthWeight,2.190111862728372,0.004000000000000003
freqWeight,1.2331738078501076,0.004000000000000003
typWeight,0.907890334026888,0.004000000000000003
typScale,1.1026789364404976,0.004000000000000003
alpha,9.927979139611125,0.0009999999999999996
lengthWeight,2.190111862728372,0.0009999999999999996
freqWeight,1.5203456347808242,0.0009999999999999996
typWeight,0.907890334026888,0.0009999999999999996
typScale,1.1026789364404976,0.0009999999999999996
alpha,9.55924164969474,0.005000000000000001
lengthWeight,2.190111862728372,0.005000000000000001
freqWeight,1.5203456347808242,0.005000000000000001
typWeight,0.907890334026888,0.005000000000000001
typScale,1.1026789364404976,0.005000000000000001
alpha,9.55924164969474,0.015999999999999993
lengthWeight,2.190111862728372,0.015999999999999993
freqWeight,1.5203456347808242,0.015999999999999993
typWeight,0.9705969712231308,0.015999999999999993
typScale,1.1026789364404976,0.015999999999999993
alpha,9.55924164969474,0.010000000000000002
lengthWeight,2.190111862728372,0.010000000000000002
freqWeight,1.3344567257445306,0.010000000000000002
typWeight,0.9705969712231308,0.010000000000000002
typScale,1.1026789364404976,0.010000000000000002
alpha,9.55924164969474,0.005000000000000001
lengthWeight,2.190111862728372,0.005000000000000001
freqWeight,1.2035330932121724,0.005000000000000001
typWeight,0.9705969712231308,0.005000000000000001
typScale,1.1026789364404976,0.005000000000000001
alpha,9.55924164969474,0.027
lengthWeight,2.190111862728372,0.027
freqWeight,1.1140997940674424,0.027
typWeight,0.9705969712231308,0.027
typScale,1.1026789364404976,0.027
alpha,9.55924164969474,0.0020000000000000013
lengthWeight,2.490461205597967,0.0020000000000000013
freqWeight,1.1140997940674424,0.0020000000000000013
typWeight,0.9705969712231308,0.0020000000000000013
typScale,1.1026789364404976,0.0020000000000000013
alpha,9.55924164969474,0.044
lengthWeight,2.490461205597967,0.044
freqWeight,1.1140997940674424,0.044
typWeight,0.9235207417514175,0.044
typScale,1.1026789364404976,0.044
alpha,9.096145131625235,0.015
lengthWeight,2.490461205597967,0.015
freqWeight,1.1140997940674424,0.015
typWeight,0.9235207417514175,0.015
typScale,1.1026789364404976,0.015
alpha,9.096145131625235,0.0020000000000000013
lengthWeight,2.490461205597967,0.0020000000000000013
freqWeight,0.8133252954576164,0.0020000000000000013
typWeight,0.9235207417514175,0.0020000000000000013
typScale,1.1026789364404976,0.0020000000000000013
alpha,9.096145131625235,0.013999999999999997
lengthWeight,2.490461205597967,0.013999999999999997
freqWeight,0.8133252954576164,0.013999999999999997
typWeight,0.9235207417514175,0.013999999999999997
typScale,1.111537110991776,0.013999999999999997
alpha,9.71855730516836,0.0020000000000000013
lengthWeight,2.490461205597967,0.0020000000000000013
freqWeight,0.8133252954576164,0.0020000000000000013
typWeight,0.9235207417514175,0.0020000000000000013
typScale,1.111537110991776,0.0020000000000000013
alpha,9.71855730516836,0.009000000000000001
lengthWeight,2.7093760832212865,0.009000000000000001
freqWeight,0.8133252954576164,0.009000000000000001
typWeight,0.9235207417514175,0.009000000000000001
typScale,1.111537110991776,0.009000000000000001
alpha,9.71855730516836,0.0020000000000000013
lengthWeight,2.7093760832212865,0.0020000000000000013
freqWeight,1.4162471611052752,0.0020000000000000013
typWeight,0.9235207417514175,0.0020000000000000013
typScale,1.111537110991776,0.0020000000000000013
alpha,9.71855730516836,0.005000000000000001
lengthWeight,2.458463227376342,0.005000000000000001
freqWeight,1.4162471611052752,0.005000000000000001
typWeight,0.9235207417514175,0.005000000000000001
typScale,1.111537110991776,0.005000000000000001
alpha,9.71855730516836,0.005000000000000001
lengthWeight,2.458463227376342,0.005000000000000001
freqWeight,1.0647310863714665,0.005000000000000001
typWeight,0.9235207417514175,0.005000000000000001
typScale,1.111537110991776,0.005000000000000001
alpha,9.71855730516836,0.010000000000000002
lengthWeight,2.458463227376342,0.010000000000000002
freqWeight,0.957580212270841,0.010000000000000002
typWeight,0.9235207417514175,0.010000000000000002
typScale,1.111537110991776,0.010000000000000002
